run_id,order_index,block,model,provider,route,requested_model_id,profile_id,profile_text,burden_level,scenario_text,repetition
CAN_COMP_0022,22,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P06,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_COMP_0023,23,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P25,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_COMP_0024,24,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P20,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_COMP_0025,25,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P05,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_COMP_0026,26,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P09,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_COMP_0027,27,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P24,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_COMP_0028,28,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P15,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_COMP_0029,29,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P02,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_COMP_0030,30,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P23,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_COMP_0031,31,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P17,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_COMP_0032,32,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P26,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_COMP_0033,33,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P05,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_COMP_0034,34,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P15,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_COMP_0035,35,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P10,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_COMP_0036,36,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P01,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_COMP_0037,37,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P07,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_COMP_0038,38,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P01,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_COMP_0039,39,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P13,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_COMP_0040,40,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P02,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_COMP_0041,41,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P10,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_COMP_0042,42,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P12,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_COMP_0043,43,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P08,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_COMP_0044,44,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P27,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_COMP_0045,45,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P07,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_COMP_0046,46,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P17,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_COMP_0047,47,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P24,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_COMP_0048,48,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P22,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_COMP_0049,49,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P20,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_COMP_0050,50,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P03,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_COMP_0051,51,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P22,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_COMP_0052,52,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P21,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_COMP_0053,53,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P16,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_COMP_0054,54,comp,GPT-4.1,OpenAI,openai,gpt-4.1,P18,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_COMP_0055,55,comp,GPT-4.1 mini,OpenAI,openai,gpt-4.1-mini,P17,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_COMP_0056,56,comp,GPT-4.1 mini,OpenAI,openai,gpt-4.1-mini,P23,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
