run_id,model,provider,api_model,json_valid,score_valid,non_refusal,willingness,rationale,raw_output,error,timestamp_utc
RUN00011,GPT-4.1,OpenAI,gpt-4.1,True,True,True,85,"The convenient location, flexible hours, and quick process make it easy to fit vaccination into her busy schedule. Medium trust in public health and minimal documentation required further reduce barriers, making her likely to proceed.","{
  ""willingness"": 85,
  ""rationale"": ""The convenient location, flexible hours, and quick process make it easy to fit vaccination into her busy schedule. Medium trust in public health and minimal documentation required further reduce barriers, making her likely to proceed.""
}",,2026-06-02T06:02:13.268342+00:00
RUN00012,GPT-4.1,OpenAI,gpt-4.1,True,True,True,85,"The convenient location, flexible hours, and quick process make it easy to fit vaccination into her busy schedule. Immediate confirmation and minimal documentation reduce barriers, and her medium trust in public health supports a high willingness.","{
  ""willingness"": 85,
  ""rationale"": ""The convenient location, flexible hours, and quick process make it easy to fit vaccination into her busy schedule. Immediate confirmation and minimal documentation reduce barriers, and her medium trust in public health supports a high willingness.""
}",,2026-06-02T06:02:14.789671+00:00
RUN00013,GPT-4.1,OpenAI,gpt-4.1,True,True,True,85,"The nearby location, flexible hours, and quick process make it convenient despite her work schedule and childcare responsibilities. Medium trust in public health and minimal documentation required further reduce barriers.","{
  ""willingness"": 85,
  ""rationale"": ""The nearby location, flexible hours, and quick process make it convenient despite her work schedule and childcare responsibilities. Medium trust in public health and minimal documentation required further reduce barriers.""
}",,2026-06-02T06:02:16.086347+00:00
RUN00014,GPT-4.1,OpenAI,gpt-4.1,True,True,True,85,"The convenient location, flexible hours, and quick process make it easy to fit vaccination into her busy schedule. Medium trust in public health and minimal documentation requirements further reduce barriers, increasing her willingness.","{
  ""willingness"": 85,
  ""rationale"": ""The convenient location, flexible hours, and quick process make it easy to fit vaccination into her busy schedule. Medium trust in public health and minimal documentation requirements further reduce barriers, increasing her willingness.""
}",,2026-06-02T06:02:17.308473+00:00
RUN00015,GPT-4.1,OpenAI,gpt-4.1,True,True,True,85,"The convenient location, flexible hours, and quick process make it easy to fit vaccination into her busy schedule. Immediate confirmation and minimal documentation reduce barriers, and her medium trust in public health supports a high willingness.","{
  ""willingness"": 85,
  ""rationale"": ""The convenient location, flexible hours, and quick process make it easy to fit vaccination into her busy schedule. Immediate confirmation and minimal documentation reduce barriers, and her medium trust in public health supports a high willingness.""
}",,2026-06-02T06:02:18.561783+00:00
RUN00016,GPT-4.1,OpenAI,gpt-4.1,True,True,True,40,"The in-person registration, long wait times, and need for documentation create significant barriers for someone with limited income, a young child, and inflexible work hours. While she has some trust in public health, the logistical challenges make her less likely to proceed.","{
  ""willingness"": 40,
  ""rationale"": ""The in-person registration, long wait times, and need for documentation create significant barriers for someone with limited income, a young child, and inflexible work hours. While she has some trust in public health, the logistical challenges make her less likely to proceed.""
}",,2026-06-02T06:02:19.810222+00:00
RUN00017,GPT-4.1,OpenAI,gpt-4.1,True,True,True,40,"The in-person registration, long wait times, and need for documentation create significant barriers for someone with limited income, a young child, and inflexible work hours. While she has some trust in public health, the logistical challenges make her less likely to proceed.","{
  ""willingness"": 40,
  ""rationale"": ""The in-person registration, long wait times, and need for documentation create significant barriers for someone with limited income, a young child, and inflexible work hours. While she has some trust in public health, the logistical challenges make her less likely to proceed.""
}",,2026-06-02T06:02:21.263384+00:00
RUN00018,GPT-4.1,OpenAI,gpt-4.1,True,True,True,45,"The in-person registration, paperwork, and long wait times are significant barriers for someone with limited income, a young child, and a job that doesn't allow easy time off. While she has some trust in public health, the logistical challenges make her less likely to proceed.","{
  ""willingness"": 45,
  ""rationale"": ""The in-person registration, paperwork, and long wait times are significant barriers for someone with limited income, a young child, and a job that doesn't allow easy time off. While she has some trust in public health, the logistical challenges make her less likely to proceed.""
}",,2026-06-02T06:02:23.812192+00:00
RUN00019,GPT-4.1,OpenAI,gpt-4.1,True,True,True,40,"The in-person registration, required documentation, long wait times, and need to schedule time off work create significant barriers. While she has some trust in public health and a regular doctor, these logistical challenges make her less likely to proceed.","{
  ""willingness"": 40,
  ""rationale"": ""The in-person registration, required documentation, long wait times, and need to schedule time off work create significant barriers. While she has some trust in public health and a regular doctor, these logistical challenges make her less likely to proceed.""
}",,2026-06-02T06:02:25.138036+00:00
RUN00020,GPT-4.1,OpenAI,gpt-4.1,True,True,True,45,"The in-person registration, long wait times, and need for documentation create significant barriers for someone with limited income, a young child, and inflexible work hours. While she has some trust in public health and a regular doctor, the logistical challenges lower her willingness to proceed.","{
  ""willingness"": 45,
  ""rationale"": ""The in-person registration, long wait times, and need for documentation create significant barriers for someone with limited income, a young child, and inflexible work hours. While she has some trust in public health and a regular doctor, the logistical challenges lower her willingness to proceed.""
}",,2026-06-02T06:02:26.800582+00:00
RUN00021,GPT-4.1,OpenAI,gpt-4.1,True,True,True,85,"The convenient location, flexible hours, and quick process make it easy to fit vaccination into her busy schedule. Her medium trust in public health and access to a regular doctor also support her willingness, though some hesitancy may remain.","{
  ""willingness"": 85,
  ""rationale"": ""The convenient location, flexible hours, and quick process make it easy to fit vaccination into her busy schedule. Her medium trust in public health and access to a regular doctor also support her willingness, though some hesitancy may remain.""
}",,2026-06-02T06:02:28.327859+00:00
RUN00022,GPT-4.1,OpenAI,gpt-4.1,True,True,True,80,"The convenient location, flexible hours, and quick process make it feasible despite her work constraints. Her medium trust in public health and easy access to her doctor also support willingness, though some hesitancy may remain.","{
  ""willingness"": 80,
  ""rationale"": ""The convenient location, flexible hours, and quick process make it feasible despite her work constraints. Her medium trust in public health and easy access to her doctor also support willingness, though some hesitancy may remain.""
}",,2026-06-02T06:02:29.835834+00:00
RUN00023,GPT-4.1,OpenAI,gpt-4.1,True,True,True,85,"The convenient location, flexible hours, and quick process make it easy to fit vaccination into her busy schedule. Her medium trust in public health and easy access to a regular doctor also support her willingness, despite some potential hesitancy.","{
  ""willingness"": 85,
  ""rationale"": ""The convenient location, flexible hours, and quick process make it easy to fit vaccination into her busy schedule. Her medium trust in public health and easy access to a regular doctor also support her willingness, despite some potential hesitancy.""
}",,2026-06-02T06:02:31.502107+00:00
RUN00024,GPT-4.1,OpenAI,gpt-4.1,True,True,True,85,"The convenient location, flexible hours, and quick process make it easy to fit vaccination into her busy schedule. Her medium trust in public health and access to a regular doctor also support her willingness, despite some potential hesitancy.","{
  ""willingness"": 85,
  ""rationale"": ""The convenient location, flexible hours, and quick process make it easy to fit vaccination into her busy schedule. Her medium trust in public health and access to a regular doctor also support her willingness, despite some potential hesitancy.""
}",,2026-06-02T06:02:32.873737+00:00
RUN00025,GPT-4.1,OpenAI,gpt-4.1,True,True,True,80,"The convenient location, flexible hours, and quick process make it easy to fit vaccination into her busy schedule. Her medium trust in public health and access to a regular doctor also support her willingness, though some hesitancy may remain.","{
  ""willingness"": 80,
  ""rationale"": ""The convenient location, flexible hours, and quick process make it easy to fit vaccination into her busy schedule. Her medium trust in public health and access to a regular doctor also support her willingness, though some hesitancy may remain.""
}",,2026-06-02T06:02:34.214621+00:00
RUN00026,GPT-4.1,OpenAI,gpt-4.1,True,True,True,45,"The in-person registration, paperwork, and long wait times are significant barriers for someone with a demanding job and childcare responsibilities. While she has some trust in public health and access to a doctor, the logistical challenges lower her willingness to proceed.","{
  ""willingness"": 45,
  ""rationale"": ""The in-person registration, paperwork, and long wait times are significant barriers for someone with a demanding job and childcare responsibilities. While she has some trust in public health and access to a doctor, the logistical challenges lower her willingness to proceed.""
}",,2026-06-02T06:02:35.867522+00:00
RUN00027,GPT-4.1,OpenAI,gpt-4.1,True,True,True,45,"The in-person registration, paperwork, and long wait times are significant barriers for someone with a demanding job and childcare responsibilities. While she has medium trust in public health and access to a doctor, the logistical challenges make her less likely to proceed.","{
  ""willingness"": 45,
  ""rationale"": ""The in-person registration, paperwork, and long wait times are significant barriers for someone with a demanding job and childcare responsibilities. While she has medium trust in public health and access to a doctor, the logistical challenges make her less likely to proceed.""
}",,2026-06-02T06:02:37.283640+00:00
RUN00028,GPT-4.1,OpenAI,gpt-4.1,True,True,True,45,"The in-person registration, paperwork, and long wait times are significant barriers for someone with a demanding job and childcare responsibilities. While she has some trust in public health and access to a doctor, the logistical challenges make her less likely to proceed.","{
  ""willingness"": 45,
  ""rationale"": ""The in-person registration, paperwork, and long wait times are significant barriers for someone with a demanding job and childcare responsibilities. While she has some trust in public health and access to a doctor, the logistical challenges make her less likely to proceed.""
}",,2026-06-02T06:02:39.208891+00:00
RUN00029,GPT-4.1,OpenAI,gpt-4.1,True,True,True,45,"The in-person registration, paperwork, and long wait times are significant barriers for someone with a demanding job and childcare responsibilities. While she has medium trust in public health and access to a doctor, the logistical challenges lower her willingness to proceed.","{
  ""willingness"": 45,
  ""rationale"": ""The in-person registration, paperwork, and long wait times are significant barriers for someone with a demanding job and childcare responsibilities. While she has medium trust in public health and access to a doctor, the logistical challenges lower her willingness to proceed.""
}",,2026-06-02T06:02:41.679133+00:00
RUN00030,GPT-4.1,OpenAI,gpt-4.1,True,True,True,45,"The in-person registration, paperwork, and long wait time are significant barriers for someone with a demanding job and childcare responsibilities. While she has medium trust in public health and access to a doctor, the logistical challenges lower her willingness to proceed.","{
  ""willingness"": 45,
  ""rationale"": ""The in-person registration, paperwork, and long wait time are significant barriers for someone with a demanding job and childcare responsibilities. While she has medium trust in public health and access to a doctor, the logistical challenges lower her willingness to proceed.""
}",,2026-06-02T06:02:43.200349+00:00
RUN00031,GPT-4.1,OpenAI,gpt-4.1,True,True,True,80,"The convenient location, flexible hours, and minimal documentation lower barriers for her. Immediate confirmation and short time commitment fit her part-time schedule and childcare needs. Medium trust in public health may cause some hesitation, but overall, she is likely willing to proceed.","{
  ""willingness"": 80,
  ""rationale"": ""The convenient location, flexible hours, and minimal documentation lower barriers for her. Immediate confirmation and short time commitment fit her part-time schedule and childcare needs. Medium trust in public health may cause some hesitation, but overall, she is likely willing to proceed.""
}",,2026-06-02T06:02:44.796700+00:00
RUN00032,GPT-4.1,OpenAI,gpt-4.1,True,True,True,80,"The convenient location, flexible hours, and minimal documentation make it easy for her to fit vaccination into her schedule. Her medium trust in public health and lack of major barriers increase her likelihood to proceed, though some hesitancy may remain.","{
  ""willingness"": 80,
  ""rationale"": ""The convenient location, flexible hours, and minimal documentation make it easy for her to fit vaccination into her schedule. Her medium trust in public health and lack of major barriers increase her likelihood to proceed, though some hesitancy may remain.""
}",,2026-06-02T06:02:46.495356+00:00
RUN00033,GPT-4.1,OpenAI,gpt-4.1,True,True,True,80,"The convenient location, flexible hours, and minimal documentation make it easy for her to fit vaccination into her schedule. Her medium trust in public health and lack of major barriers increase her likelihood to proceed, though some hesitancy may remain.","{
  ""willingness"": 80,
  ""rationale"": ""The convenient location, flexible hours, and minimal documentation make it easy for her to fit vaccination into her schedule. Her medium trust in public health and lack of major barriers increase her likelihood to proceed, though some hesitancy may remain.""
}",,2026-06-02T06:02:48.024667+00:00
RUN00034,GPT-4.1,OpenAI,gpt-4.1,True,True,True,75,"The convenient location, flexible hours, and minimal documentation lower barriers for her. While her trust in public health is only medium and she lacks a regular doctor, the ease of scheduling and quick process make her fairly likely to proceed.","{
  ""willingness"": 75,
  ""rationale"": ""The convenient location, flexible hours, and minimal documentation lower barriers for her. While her trust in public health is only medium and she lacks a regular doctor, the ease of scheduling and quick process make her fairly likely to proceed.""
}",,2026-06-02T06:02:49.600977+00:00
RUN00035,GPT-4.1,OpenAI,gpt-4.1,True,True,True,75,"The convenient location, flexible hours, and minimal documentation lower barriers for her. While her trust in public health is only medium and she lacks a regular doctor, the ease of scheduling and quick process make her fairly likely to proceed.","{
  ""willingness"": 75,
  ""rationale"": ""The convenient location, flexible hours, and minimal documentation lower barriers for her. While her trust in public health is only medium and she lacks a regular doctor, the ease of scheduling and quick process make her fairly likely to proceed.""
}",,2026-06-02T06:02:50.992789+00:00
RUN00036,GPT-4.1,OpenAI,gpt-4.1,True,True,True,45,"The in-person registration, paperwork, and long wait times are significant barriers for someone with limited income, childcare responsibilities, and no regular healthcare provider. While she has medium trust in public health, the logistical challenges may discourage her from proceeding.","{
  ""willingness"": 45,
  ""rationale"": ""The in-person registration, paperwork, and long wait times are significant barriers for someone with limited income, childcare responsibilities, and no regular healthcare provider. While she has medium trust in public health, the logistical challenges may discourage her from proceeding.""
}",,2026-06-02T06:02:52.365347+00:00
RUN00037,GPT-4.1,OpenAI,gpt-4.1,True,True,True,45,"The in-person registration, paperwork, and long wait times are significant barriers for someone with a young child, low income, and no regular healthcare provider. While she has some trust in public health, the inconvenience and logistical challenges lower her willingness.","{
  ""willingness"": 45,
  ""rationale"": ""The in-person registration, paperwork, and long wait times are significant barriers for someone with a young child, low income, and no regular healthcare provider. While she has some trust in public health, the inconvenience and logistical challenges lower her willingness.""
}",,2026-06-02T06:02:53.760429+00:00
RUN00038,GPT-4.1,OpenAI,gpt-4.1,True,True,True,45,"The in-person registration, paperwork, and long wait times are significant barriers for someone with limited income, childcare responsibilities, and no regular healthcare provider. While she has some trust in public health, the logistical challenges lower her willingness.","{
  ""willingness"": 45,
  ""rationale"": ""The in-person registration, paperwork, and long wait times are significant barriers for someone with limited income, childcare responsibilities, and no regular healthcare provider. While she has some trust in public health, the logistical challenges lower her willingness.""
}",,2026-06-02T06:02:55.421981+00:00
RUN00039,GPT-4.1,OpenAI,gpt-4.1,True,True,True,45,"The in-person registration, paperwork, and long wait times are significant barriers for someone with limited income, childcare responsibilities, and no regular healthcare provider. While she has some trust in public health, the logistical challenges lower her willingness to proceed.","{
  ""willingness"": 45,
  ""rationale"": ""The in-person registration, paperwork, and long wait times are significant barriers for someone with limited income, childcare responsibilities, and no regular healthcare provider. While she has some trust in public health, the logistical challenges lower her willingness to proceed.""
}",,2026-06-02T06:02:56.840580+00:00
RUN00040,GPT-4.1,OpenAI,gpt-4.1,True,True,True,45,"The in-person registration, paperwork, and long wait times are significant barriers for someone with limited income, childcare responsibilities, and no regular healthcare provider. While she has some trust in public health, the logistical challenges may discourage her from proceeding.","{
  ""willingness"": 45,
  ""rationale"": ""The in-person registration, paperwork, and long wait times are significant barriers for someone with limited income, childcare responsibilities, and no regular healthcare provider. While she has some trust in public health, the logistical challenges may discourage her from proceeding.""
}",,2026-06-02T06:02:58.445446+00:00
RUN00041,GPT-4.1,OpenAI,gpt-4.1,True,True,True,80,The nearby pharmacy with flexible hours and easy online scheduling makes vaccination convenient despite her limited income and transportation challenges. Her medium trust in public health and the simple process increase her likelihood to proceed.,"{
  ""willingness"": 80,
  ""rationale"": ""The nearby pharmacy with flexible hours and easy online scheduling makes vaccination convenient despite her limited income and transportation challenges. Her medium trust in public health and the simple process increase her likelihood to proceed.""
}",,2026-06-02T06:02:59.791276+00:00
RUN00042,GPT-4.1,OpenAI,gpt-4.1,True,True,True,80,The nearby pharmacy with flexible hours and easy online scheduling makes vaccination convenient despite her limited income and transportation challenges. Her medium trust in public health and the simple process increase her likelihood to proceed.,"{
  ""willingness"": 80,
  ""rationale"": ""The nearby pharmacy with flexible hours and easy online scheduling makes vaccination convenient despite her limited income and transportation challenges. Her medium trust in public health and the simple process increase her likelihood to proceed.""
}",,2026-06-02T06:03:01.073117+00:00
RUN00043,GPT-4.1,OpenAI,gpt-4.1,True,True,True,80,The nearby pharmacy with flexible hours and easy online scheduling makes vaccination convenient despite her limited income and transportation challenges. Her medium trust in public health and the simple process increase her likelihood to proceed.,"{
  ""willingness"": 80,
  ""rationale"": ""The nearby pharmacy with flexible hours and easy online scheduling makes vaccination convenient despite her limited income and transportation challenges. Her medium trust in public health and the simple process increase her likelihood to proceed.""
}",,2026-06-02T06:03:02.334707+00:00
RUN00044,GPT-4.1,OpenAI,gpt-4.1,True,True,True,80,The nearby pharmacy with flexible hours and easy online scheduling makes vaccination convenient despite her limited income and transportation challenges. Her medium trust in public health and the simple process increase her likelihood to proceed.,"{
  ""willingness"": 80,
  ""rationale"": ""The nearby pharmacy with flexible hours and easy online scheduling makes vaccination convenient despite her limited income and transportation challenges. Her medium trust in public health and the simple process increase her likelihood to proceed.""
}",,2026-06-02T06:03:04.139070+00:00
RUN00045,GPT-4.1,OpenAI,gpt-4.1,True,True,True,80,The nearby pharmacy with flexible hours and easy online scheduling makes vaccination convenient despite her limited income and transportation challenges. Her medium trust in public health and the simple process increase her likelihood to proceed.,"{
  ""willingness"": 80,
  ""rationale"": ""The nearby pharmacy with flexible hours and easy online scheduling makes vaccination convenient despite her limited income and transportation challenges. Her medium trust in public health and the simple process increase her likelihood to proceed.""
}",,2026-06-02T06:03:05.668660+00:00
RUN00046,GPT-4.1,OpenAI,gpt-4.1,True,True,True,45,"The in-person registration, paperwork, and long wait times are significant barriers, especially with a young child and limited income. While she has some trust in public health and flexible work hours, the inconvenience and logistical challenges lower her willingness.","{
  ""willingness"": 45,
  ""rationale"": ""The in-person registration, paperwork, and long wait times are significant barriers, especially with a young child and limited income. While she has some trust in public health and flexible work hours, the inconvenience and logistical challenges lower her willingness.""
}",,2026-06-02T06:03:06.764295+00:00
RUN00047,GPT-4.1,OpenAI,gpt-4.1,True,True,True,45,"The in-person registration, paperwork, and long wait times are significant barriers, especially with a young child and limited income. While she has some trust in public health and flexible work hours, the inconvenience and logistical challenges lower her willingness.","{
  ""willingness"": 45,
  ""rationale"": ""The in-person registration, paperwork, and long wait times are significant barriers, especially with a young child and limited income. While she has some trust in public health and flexible work hours, the inconvenience and logistical challenges lower her willingness.""
}",,2026-06-02T06:03:08.254717+00:00
RUN00048,GPT-4.1,OpenAI,gpt-4.1,True,True,True,45,"The in-person registration, required documentation, and long wait times are significant barriers, especially with a young child and limited income. While she has some trust in public health and flexible work hours, the inconvenience and logistical challenges lower her willingness.","{
  ""willingness"": 45,
  ""rationale"": ""The in-person registration, required documentation, and long wait times are significant barriers, especially with a young child and limited income. While she has some trust in public health and flexible work hours, the inconvenience and logistical challenges lower her willingness.""
}",,2026-06-02T06:03:10.849570+00:00
RUN00049,GPT-4.1,OpenAI,gpt-4.1,True,True,True,45,"The in-person registration, required documentation, and long wait times are significant barriers, especially with a young child and limited income. While she has some trust in public health and flexible work hours, the inconvenience and logistical challenges lower her willingness.","{
  ""willingness"": 45,
  ""rationale"": ""The in-person registration, required documentation, and long wait times are significant barriers, especially with a young child and limited income. While she has some trust in public health and flexible work hours, the inconvenience and logistical challenges lower her willingness.""
}",,2026-06-02T06:03:12.700004+00:00
RUN00050,GPT-4.1,OpenAI,gpt-4.1,True,True,True,45,"The in-person registration, required documentation, and long wait times create significant barriers, especially with a young child and limited income. While she has some trust in public health and flexible work hours, the inconvenience and logistical challenges lower her willingness.","{
  ""willingness"": 45,
  ""rationale"": ""The in-person registration, required documentation, and long wait times create significant barriers, especially with a young child and limited income. While she has some trust in public health and flexible work hours, the inconvenience and logistical challenges lower her willingness.""
}",,2026-06-02T06:03:14.080289+00:00
RUN00051,GPT-4.1,OpenAI,gpt-4.1,True,True,True,85,"The convenient location, flexible hours, and simple registration process make it easy for her to fit vaccination into her schedule. Her medium trust in public health and access to a regular doctor also support a high willingness.","{
  ""willingness"": 85,
  ""rationale"": ""The convenient location, flexible hours, and simple registration process make it easy for her to fit vaccination into her schedule. Her medium trust in public health and access to a regular doctor also support a high willingness.""
}",,2026-06-02T06:03:15.480593+00:00
RUN00052,GPT-4.1,OpenAI,gpt-4.1,True,True,True,85,"The convenient location, flexible hours, and simple registration process make it easy for her to fit the appointment into her schedule. Her medium trust in public health and regular access to healthcare further support her willingness to get vaccinated.","{
  ""willingness"": 85,
  ""rationale"": ""The convenient location, flexible hours, and simple registration process make it easy for her to fit the appointment into her schedule. Her medium trust in public health and regular access to healthcare further support her willingness to get vaccinated.""
}",,2026-06-02T06:03:16.549822+00:00
RUN00053,GPT-4.1,OpenAI,gpt-4.1,True,True,True,85,"The convenient location, flexible hours, and simple registration process make it easy for her to fit vaccination into her schedule. Her medium trust in public health and regular access to healthcare further support her willingness.","{
  ""willingness"": 85,
  ""rationale"": ""The convenient location, flexible hours, and simple registration process make it easy for her to fit vaccination into her schedule. Her medium trust in public health and regular access to healthcare further support her willingness.""
}",,2026-06-02T06:03:17.930488+00:00
RUN00054,GPT-4.1,OpenAI,gpt-4.1,True,True,True,85,"The convenient location, flexible hours, and simple registration process make it easy for her to fit vaccination into her schedule. Her medium trust in public health and regular access to healthcare further support her willingness.","{
  ""willingness"": 85,
  ""rationale"": ""The convenient location, flexible hours, and simple registration process make it easy for her to fit vaccination into her schedule. Her medium trust in public health and regular access to healthcare further support her willingness.""
}",,2026-06-02T06:03:19.191946+00:00
RUN00055,GPT-4.1,OpenAI,gpt-4.1,True,True,True,85,"The convenient location, flexible hours, and simple registration process make it easy for her to fit the appointment into her schedule. Her medium trust in public health and regular access to healthcare further support her willingness to get vaccinated.","{
  ""willingness"": 85,
  ""rationale"": ""The convenient location, flexible hours, and simple registration process make it easy for her to fit the appointment into her schedule. Her medium trust in public health and regular access to healthcare further support her willingness to get vaccinated.""
}",,2026-06-02T06:03:21.553817+00:00
RUN00056,GPT-4.1,OpenAI,gpt-4.1,True,True,True,60,"She values her health and has access to a regular doctor, but the in-person registration, paperwork, and long wait times are significant barriers, especially with a young child and limited income. Her medium trust in public health and flexible work hours make her somewhat willing, but the process is inconvenient.","{
  ""willingness"": 60,
  ""rationale"": ""She values her health and has access to a regular doctor, but the in-person registration, paperwork, and long wait times are significant barriers, especially with a young child and limited income. Her medium trust in public health and flexible work hours make her somewhat willing, but the process is inconvenient.""
}",,2026-06-02T06:03:23.227624+00:00
RUN00057,GPT-4.1,OpenAI,gpt-4.1,True,True,True,60,"She values her health and has access to a regular doctor, but the in-person registration, paperwork, and long wait times are significant barriers, especially with a young child and limited income. Her medium trust in public health and flexible work hours make her somewhat willing, but the process is inconvenient.","{
  ""willingness"": 60,
  ""rationale"": ""She values her health and has access to a regular doctor, but the in-person registration, paperwork, and long wait times are significant barriers, especially with a young child and limited income. Her medium trust in public health and flexible work hours make her somewhat willing, but the process is inconvenient.""
}",,2026-06-02T06:03:25.044795+00:00
RUN00058,GPT-4.1,OpenAI,gpt-4.1,True,True,True,60,"She values her health and has access to a regular doctor, but the in-person registration, paperwork, and long wait times are significant barriers, especially with a young child and limited income. Her medium trust in public health and flexible work hours make her somewhat willing, but the process is inconvenient.","{
  ""willingness"": 60,
  ""rationale"": ""She values her health and has access to a regular doctor, but the in-person registration, paperwork, and long wait times are significant barriers, especially with a young child and limited income. Her medium trust in public health and flexible work hours make her somewhat willing, but the process is inconvenient.""
}",,2026-06-02T06:03:26.364704+00:00
