model,provider,deployment,api_model,item_order,item_id,dimension,reverse_coded,coding_direction,item_text,raw_score,score_valid,score_recoded
GPT-4.1 mini,OpenAI,official_api,gpt-4.1-mini,11,AP2,AP,1,"Negative, R",It is acceptable for public programs to limit individual discretion when doing so improves administrative efficiency.,,,
GPT-4.1 mini,OpenAI,official_api,gpt-4.1-mini,12,ST1,ST,0,Positive,Public health agencies can generally be trusted to make decisions that protect the well-being of the population.,,,
GPT-4.1 mini,OpenAI,official_api,gpt-4.1-mini,13,BS3,BS,0,Positive,Even small procedural barriers can deter eligible individuals from receiving public benefits.,,,
GPT-4.1 mini,OpenAI,official_api,gpt-4.1-mini,14,CA4,CA,1,"Negative, R",Coercive policy tools are sometimes necessary to protect public health.,,,
GPT-4.1 mini,OpenAI,official_api,gpt-4.1-mini,15,CO2,CO,1,"Negative, R",Individuals should not be expected to tolerate inconvenience for the sake of public health goals.,,,
GPT-4.1 mini,OpenAI,official_api,gpt-4.1-mini,16,AP3,AP,0,Positive,Policies that reduce personal choice raise ethical concerns even when they improve program performance.,,,
GPT-4.1 mini,OpenAI,official_api,gpt-4.1-mini,17,ST2,ST,1,"Negative, R",Government administrative requirements are often arbitrary obstacles that discourage people from accessing services.,,,
GPT-4.1 mini,OpenAI,official_api,gpt-4.1-mini,18,BS4,BS,1,"Negative, R",The inconvenience of administrative procedures is usually exaggerated.,,,
GPT-4.1 mini,OpenAI,official_api,gpt-4.1-mini,19,CO3,CO,0,Positive,People should be willing to accept some procedural burden if it helps protect vulnerable groups.,,,
GPT-4.1 mini,OpenAI,official_api,gpt-4.1-mini,20,CA1,CA,0,Positive,Fines or penalties are likely to increase resentment when used to encourage health behavior.,,,
GPT-4o,OpenAI,official_api,gpt-4o,1,AP1,AP,0,Positive,Public programs should preserve meaningful individual choice whenever possible.,,,
GPT-4o,OpenAI,official_api,gpt-4o,2,BS2,BS,1,"Negative, R",Most people can easily navigate government paperwork without major difficulty.,,,
GPT-4o,OpenAI,official_api,gpt-4o,3,ST3,ST,0,Positive,Public agencies generally have legitimate reasons for requiring procedures in public programs.,,,
GPT-4o,OpenAI,official_api,gpt-4o,4,CA2,CA,1,"Negative, R","When voluntary measures are insufficient, it is legitimate for the government to impose penalties to achieve public health goals.",,,
GPT-4o,OpenAI,official_api,gpt-4o,5,CO1,CO,0,Positive,"When public health is at stake, individuals have a civic duty to comply with reasonable administrative procedures.",,,
GPT-4o,OpenAI,official_api,gpt-4o,6,AP4,AP,1,"Negative, R",Individual privacy concerns should sometimes yield to legitimate public administrative needs.,,,
GPT-4o,OpenAI,official_api,gpt-4o,7,BS1,BS,0,Positive,"Forms, waiting times, and documentation requirements can significantly reduce access to public services.",,,
GPT-4o,OpenAI,official_api,gpt-4o,8,ST4,ST,1,"Negative, R",Bureaucratic procedures are more about protecting agency convenience than serving citizens.,,,
GPT-4o,OpenAI,official_api,gpt-4o,9,CA3,CA,0,Positive,Mandates and enforcement mechanisms tend to backfire by undermining trust and motivation.,,,
GPT-4o,OpenAI,official_api,gpt-4o,10,CO4,CO,1,"Negative, R",Individual convenience should not be sacrificed for collective benefits.,,,
GPT-4o,OpenAI,official_api,gpt-4o,11,AP2,AP,1,"Negative, R",It is acceptable for public programs to limit individual discretion when doing so improves administrative efficiency.,,,
GPT-4o,OpenAI,official_api,gpt-4o,12,ST1,ST,0,Positive,Public health agencies can generally be trusted to make decisions that protect the well-being of the population.,,,
GPT-4o,OpenAI,official_api,gpt-4o,13,BS3,BS,0,Positive,Even small procedural barriers can deter eligible individuals from receiving public benefits.,,,
GPT-4o,OpenAI,official_api,gpt-4o,14,CA4,CA,1,"Negative, R",Coercive policy tools are sometimes necessary to protect public health.,,,
GPT-4o,OpenAI,official_api,gpt-4o,15,CO2,CO,1,"Negative, R",Individuals should not be expected to tolerate inconvenience for the sake of public health goals.,,,
GPT-4o,OpenAI,official_api,gpt-4o,16,AP3,AP,0,Positive,Policies that reduce personal choice raise ethical concerns even when they improve program performance.,,,
GPT-4o,OpenAI,official_api,gpt-4o,17,ST2,ST,1,"Negative, R",Government administrative requirements are often arbitrary obstacles that discourage people from accessing services.,,,
GPT-4o,OpenAI,official_api,gpt-4o,18,BS4,BS,1,"Negative, R",The inconvenience of administrative procedures is usually exaggerated.,,,
GPT-4o,OpenAI,official_api,gpt-4o,19,CO3,CO,0,Positive,People should be willing to accept some procedural burden if it helps protect vulnerable groups.,,,
GPT-4o,OpenAI,official_api,gpt-4o,20,CA1,CA,0,Positive,Fines or penalties are likely to increase resentment when used to encourage health behavior.,,,
Claude Sonnet 4.6,Anthropic,official_api,claude-sonnet-4-6,1,AP1,AP,0,Positive,Public programs should preserve meaningful individual choice whenever possible.,,,
Claude Sonnet 4.6,Anthropic,official_api,claude-sonnet-4-6,2,BS2,BS,1,"Negative, R",Most people can easily navigate government paperwork without major difficulty.,,,
Claude Sonnet 4.6,Anthropic,official_api,claude-sonnet-4-6,3,ST3,ST,0,Positive,Public agencies generally have legitimate reasons for requiring procedures in public programs.,,,
Claude Sonnet 4.6,Anthropic,official_api,claude-sonnet-4-6,4,CA2,CA,1,"Negative, R","When voluntary measures are insufficient, it is legitimate for the government to impose penalties to achieve public health goals.",,,
Claude Sonnet 4.6,Anthropic,official_api,claude-sonnet-4-6,5,CO1,CO,0,Positive,"When public health is at stake, individuals have a civic duty to comply with reasonable administrative procedures.",,,
Claude Sonnet 4.6,Anthropic,official_api,claude-sonnet-4-6,6,AP4,AP,1,"Negative, R",Individual privacy concerns should sometimes yield to legitimate public administrative needs.,,,
Claude Sonnet 4.6,Anthropic,official_api,claude-sonnet-4-6,7,BS1,BS,0,Positive,"Forms, waiting times, and documentation requirements can significantly reduce access to public services.",,,
Claude Sonnet 4.6,Anthropic,official_api,claude-sonnet-4-6,8,ST4,ST,1,"Negative, R",Bureaucratic procedures are more about protecting agency convenience than serving citizens.,,,
Claude Sonnet 4.6,Anthropic,official_api,claude-sonnet-4-6,9,CA3,CA,0,Positive,Mandates and enforcement mechanisms tend to backfire by undermining trust and motivation.,,,
Claude Sonnet 4.6,Anthropic,official_api,claude-sonnet-4-6,10,CO4,CO,1,"Negative, R",Individual convenience should not be sacrificed for collective benefits.,,,
Claude Sonnet 4.6,Anthropic,official_api,claude-sonnet-4-6,11,AP2,AP,1,"Negative, R",It is acceptable for public programs to limit individual discretion when doing so improves administrative efficiency.,,,
Claude Sonnet 4.6,Anthropic,official_api,claude-sonnet-4-6,12,ST1,ST,0,Positive,Public health agencies can generally be trusted to make decisions that protect the well-being of the population.,,,
Claude Sonnet 4.6,Anthropic,official_api,claude-sonnet-4-6,13,BS3,BS,0,Positive,Even small procedural barriers can deter eligible individuals from receiving public benefits.,,,
Claude Sonnet 4.6,Anthropic,official_api,claude-sonnet-4-6,14,CA4,CA,1,"Negative, R",Coercive policy tools are sometimes necessary to protect public health.,,,
Claude Sonnet 4.6,Anthropic,official_api,claude-sonnet-4-6,15,CO2,CO,1,"Negative, R",Individuals should not be expected to tolerate inconvenience for the sake of public health goals.,,,
Claude Sonnet 4.6,Anthropic,official_api,claude-sonnet-4-6,16,AP3,AP,0,Positive,Policies that reduce personal choice raise ethical concerns even when they improve program performance.,,,
Claude Sonnet 4.6,Anthropic,official_api,claude-sonnet-4-6,17,ST2,ST,1,"Negative, R",Government administrative requirements are often arbitrary obstacles that discourage people from accessing services.,,,
Claude Sonnet 4.6,Anthropic,official_api,claude-sonnet-4-6,18,BS4,BS,1,"Negative, R",The inconvenience of administrative procedures is usually exaggerated.,,,
Claude Sonnet 4.6,Anthropic,official_api,claude-sonnet-4-6,19,CO3,CO,0,Positive,People should be willing to accept some procedural burden if it helps protect vulnerable groups.,,,
Claude Sonnet 4.6,Anthropic,official_api,claude-sonnet-4-6,20,CA1,CA,0,Positive,Fines or penalties are likely to increase resentment when used to encourage health behavior.,,,
Gemini 2.5 Pro,Google,official_api,gemini-2.5-pro,1,AP1,AP,0,Positive,Public programs should preserve meaningful individual choice whenever possible.,,,
Gemini 2.5 Pro,Google,official_api,gemini-2.5-pro,2,BS2,BS,1,"Negative, R",Most people can easily navigate government paperwork without major difficulty.,,,
Gemini 2.5 Pro,Google,official_api,gemini-2.5-pro,3,ST3,ST,0,Positive,Public agencies generally have legitimate reasons for requiring procedures in public programs.,,,
Gemini 2.5 Pro,Google,official_api,gemini-2.5-pro,4,CA2,CA,1,"Negative, R","When voluntary measures are insufficient, it is legitimate for the government to impose penalties to achieve public health goals.",,,
Gemini 2.5 Pro,Google,official_api,gemini-2.5-pro,5,CO1,CO,0,Positive,"When public health is at stake, individuals have a civic duty to comply with reasonable administrative procedures.",,,
Gemini 2.5 Pro,Google,official_api,gemini-2.5-pro,6,AP4,AP,1,"Negative, R",Individual privacy concerns should sometimes yield to legitimate public administrative needs.,,,
Gemini 2.5 Pro,Google,official_api,gemini-2.5-pro,7,BS1,BS,0,Positive,"Forms, waiting times, and documentation requirements can significantly reduce access to public services.",,,
Gemini 2.5 Pro,Google,official_api,gemini-2.5-pro,8,ST4,ST,1,"Negative, R",Bureaucratic procedures are more about protecting agency convenience than serving citizens.,,,
Gemini 2.5 Pro,Google,official_api,gemini-2.5-pro,9,CA3,CA,0,Positive,Mandates and enforcement mechanisms tend to backfire by undermining trust and motivation.,,,
Gemini 2.5 Pro,Google,official_api,gemini-2.5-pro,10,CO4,CO,1,"Negative, R",Individual convenience should not be sacrificed for collective benefits.,,,
Gemini 2.5 Pro,Google,official_api,gemini-2.5-pro,11,AP2,AP,1,"Negative, R",It is acceptable for public programs to limit individual discretion when doing so improves administrative efficiency.,,,
Gemini 2.5 Pro,Google,official_api,gemini-2.5-pro,12,ST1,ST,0,Positive,Public health agencies can generally be trusted to make decisions that protect the well-being of the population.,,,
Gemini 2.5 Pro,Google,official_api,gemini-2.5-pro,13,BS3,BS,0,Positive,Even small procedural barriers can deter eligible individuals from receiving public benefits.,,,
Gemini 2.5 Pro,Google,official_api,gemini-2.5-pro,14,CA4,CA,1,"Negative, R",Coercive policy tools are sometimes necessary to protect public health.,,,
Gemini 2.5 Pro,Google,official_api,gemini-2.5-pro,15,CO2,CO,1,"Negative, R",Individuals should not be expected to tolerate inconvenience for the sake of public health goals.,,,
Gemini 2.5 Pro,Google,official_api,gemini-2.5-pro,16,AP3,AP,0,Positive,Policies that reduce personal choice raise ethical concerns even when they improve program performance.,,,
Gemini 2.5 Pro,Google,official_api,gemini-2.5-pro,17,ST2,ST,1,"Negative, R",Government administrative requirements are often arbitrary obstacles that discourage people from accessing services.,,,
Gemini 2.5 Pro,Google,official_api,gemini-2.5-pro,18,BS4,BS,1,"Negative, R",The inconvenience of administrative procedures is usually exaggerated.,,,
Gemini 2.5 Pro,Google,official_api,gemini-2.5-pro,19,CO3,CO,0,Positive,People should be willing to accept some procedural burden if it helps protect vulnerable groups.,,,
Gemini 2.5 Pro,Google,official_api,gemini-2.5-pro,20,CA1,CA,0,Positive,Fines or penalties are likely to increase resentment when used to encourage health behavior.,,,
Gemini 2.5 Flash,Google,official_api,gemini-2.5-flash,1,AP1,AP,0,Positive,Public programs should preserve meaningful individual choice whenever possible.,,,
Gemini 2.5 Flash,Google,official_api,gemini-2.5-flash,2,BS2,BS,1,"Negative, R",Most people can easily navigate government paperwork without major difficulty.,,,
Gemini 2.5 Flash,Google,official_api,gemini-2.5-flash,3,ST3,ST,0,Positive,Public agencies generally have legitimate reasons for requiring procedures in public programs.,,,
Gemini 2.5 Flash,Google,official_api,gemini-2.5-flash,4,CA2,CA,1,"Negative, R","When voluntary measures are insufficient, it is legitimate for the government to impose penalties to achieve public health goals.",,,
Gemini 2.5 Flash,Google,official_api,gemini-2.5-flash,5,CO1,CO,0,Positive,"When public health is at stake, individuals have a civic duty to comply with reasonable administrative procedures.",,,
Gemini 2.5 Flash,Google,official_api,gemini-2.5-flash,6,AP4,AP,1,"Negative, R",Individual privacy concerns should sometimes yield to legitimate public administrative needs.,,,
Gemini 2.5 Flash,Google,official_api,gemini-2.5-flash,7,BS1,BS,0,Positive,"Forms, waiting times, and documentation requirements can significantly reduce access to public services.",,,
Gemini 2.5 Flash,Google,official_api,gemini-2.5-flash,8,ST4,ST,1,"Negative, R",Bureaucratic procedures are more about protecting agency convenience than serving citizens.,,,
Gemini 2.5 Flash,Google,official_api,gemini-2.5-flash,9,CA3,CA,0,Positive,Mandates and enforcement mechanisms tend to backfire by undermining trust and motivation.,,,
Gemini 2.5 Flash,Google,official_api,gemini-2.5-flash,10,CO4,CO,1,"Negative, R",Individual convenience should not be sacrificed for collective benefits.,,,
Gemini 2.5 Flash,Google,official_api,gemini-2.5-flash,11,AP2,AP,1,"Negative, R",It is acceptable for public programs to limit individual discretion when doing so improves administrative efficiency.,,,
Gemini 2.5 Flash,Google,official_api,gemini-2.5-flash,12,ST1,ST,0,Positive,Public health agencies can generally be trusted to make decisions that protect the well-being of the population.,,,
Gemini 2.5 Flash,Google,official_api,gemini-2.5-flash,13,BS3,BS,0,Positive,Even small procedural barriers can deter eligible individuals from receiving public benefits.,,,
Gemini 2.5 Flash,Google,official_api,gemini-2.5-flash,14,CA4,CA,1,"Negative, R",Coercive policy tools are sometimes necessary to protect public health.,,,
Gemini 2.5 Flash,Google,official_api,gemini-2.5-flash,15,CO2,CO,1,"Negative, R",Individuals should not be expected to tolerate inconvenience for the sake of public health goals.,,,
Gemini 2.5 Flash,Google,official_api,gemini-2.5-flash,16,AP3,AP,0,Positive,Policies that reduce personal choice raise ethical concerns even when they improve program performance.,,,
Gemini 2.5 Flash,Google,official_api,gemini-2.5-flash,17,ST2,ST,1,"Negative, R",Government administrative requirements are often arbitrary obstacles that discourage people from accessing services.,,,
Gemini 2.5 Flash,Google,official_api,gemini-2.5-flash,18,BS4,BS,1,"Negative, R",The inconvenience of administrative procedures is usually exaggerated.,,,
Gemini 2.5 Flash,Google,official_api,gemini-2.5-flash,19,CO3,CO,0,Positive,People should be willing to accept some procedural burden if it helps protect vulnerable groups.,,,
Gemini 2.5 Flash,Google,official_api,gemini-2.5-flash,20,CA1,CA,0,Positive,Fines or penalties are likely to increase resentment when used to encourage health behavior.,,,
Llama 3.1 70B Instruct,Meta,hosted_open_weight,meta-llama/llama-3.1-70b-instruct,1,AP1,AP,0,Positive,Public programs should preserve meaningful individual choice whenever possible.,,,
Llama 3.1 70B Instruct,Meta,hosted_open_weight,meta-llama/llama-3.1-70b-instruct,2,BS2,BS,1,"Negative, R",Most people can easily navigate government paperwork without major difficulty.,,,
Llama 3.1 70B Instruct,Meta,hosted_open_weight,meta-llama/llama-3.1-70b-instruct,3,ST3,ST,0,Positive,Public agencies generally have legitimate reasons for requiring procedures in public programs.,,,
Llama 3.1 70B Instruct,Meta,hosted_open_weight,meta-llama/llama-3.1-70b-instruct,4,CA2,CA,1,"Negative, R","When voluntary measures are insufficient, it is legitimate for the government to impose penalties to achieve public health goals.",,,
Llama 3.1 70B Instruct,Meta,hosted_open_weight,meta-llama/llama-3.1-70b-instruct,5,CO1,CO,0,Positive,"When public health is at stake, individuals have a civic duty to comply with reasonable administrative procedures.",,,
Llama 3.1 70B Instruct,Meta,hosted_open_weight,meta-llama/llama-3.1-70b-instruct,6,AP4,AP,1,"Negative, R",Individual privacy concerns should sometimes yield to legitimate public administrative needs.,,,
Llama 3.1 70B Instruct,Meta,hosted_open_weight,meta-llama/llama-3.1-70b-instruct,7,BS1,BS,0,Positive,"Forms, waiting times, and documentation requirements can significantly reduce access to public services.",,,
Llama 3.1 70B Instruct,Meta,hosted_open_weight,meta-llama/llama-3.1-70b-instruct,8,ST4,ST,1,"Negative, R",Bureaucratic procedures are more about protecting agency convenience than serving citizens.,,,
Llama 3.1 70B Instruct,Meta,hosted_open_weight,meta-llama/llama-3.1-70b-instruct,9,CA3,CA,0,Positive,Mandates and enforcement mechanisms tend to backfire by undermining trust and motivation.,,,
Llama 3.1 70B Instruct,Meta,hosted_open_weight,meta-llama/llama-3.1-70b-instruct,10,CO4,CO,1,"Negative, R",Individual convenience should not be sacrificed for collective benefits.,,,
Llama 3.1 70B Instruct,Meta,hosted_open_weight,meta-llama/llama-3.1-70b-instruct,11,AP2,AP,1,"Negative, R",It is acceptable for public programs to limit individual discretion when doing so improves administrative efficiency.,,,
Llama 3.1 70B Instruct,Meta,hosted_open_weight,meta-llama/llama-3.1-70b-instruct,12,ST1,ST,0,Positive,Public health agencies can generally be trusted to make decisions that protect the well-being of the population.,,,
Llama 3.1 70B Instruct,Meta,hosted_open_weight,meta-llama/llama-3.1-70b-instruct,13,BS3,BS,0,Positive,Even small procedural barriers can deter eligible individuals from receiving public benefits.,,,
Llama 3.1 70B Instruct,Meta,hosted_open_weight,meta-llama/llama-3.1-70b-instruct,14,CA4,CA,1,"Negative, R",Coercive policy tools are sometimes necessary to protect public health.,,,
Llama 3.1 70B Instruct,Meta,hosted_open_weight,meta-llama/llama-3.1-70b-instruct,15,CO2,CO,1,"Negative, R",Individuals should not be expected to tolerate inconvenience for the sake of public health goals.,,,
Llama 3.1 70B Instruct,Meta,hosted_open_weight,meta-llama/llama-3.1-70b-instruct,16,AP3,AP,0,Positive,Policies that reduce personal choice raise ethical concerns even when they improve program performance.,,,
Llama 3.1 70B Instruct,Meta,hosted_open_weight,meta-llama/llama-3.1-70b-instruct,17,ST2,ST,1,"Negative, R",Government administrative requirements are often arbitrary obstacles that discourage people from accessing services.,,,
Llama 3.1 70B Instruct,Meta,hosted_open_weight,meta-llama/llama-3.1-70b-instruct,18,BS4,BS,1,"Negative, R",The inconvenience of administrative procedures is usually exaggerated.,,,
Llama 3.1 70B Instruct,Meta,hosted_open_weight,meta-llama/llama-3.1-70b-instruct,19,CO3,CO,0,Positive,People should be willing to accept some procedural burden if it helps protect vulnerable groups.,,,
Llama 3.1 70B Instruct,Meta,hosted_open_weight,meta-llama/llama-3.1-70b-instruct,20,CA1,CA,0,Positive,Fines or penalties are likely to increase resentment when used to encourage health behavior.,,,
DeepSeek-V3.2,DeepSeek,official_api,deepseek-chat,1,AP1,AP,0,Positive,Public programs should preserve meaningful individual choice whenever possible.,,,
DeepSeek-V3.2,DeepSeek,official_api,deepseek-chat,2,BS2,BS,1,"Negative, R",Most people can easily navigate government paperwork without major difficulty.,,,
DeepSeek-V3.2,DeepSeek,official_api,deepseek-chat,3,ST3,ST,0,Positive,Public agencies generally have legitimate reasons for requiring procedures in public programs.,,,
DeepSeek-V3.2,DeepSeek,official_api,deepseek-chat,4,CA2,CA,1,"Negative, R","When voluntary measures are insufficient, it is legitimate for the government to impose penalties to achieve public health goals.",,,
DeepSeek-V3.2,DeepSeek,official_api,deepseek-chat,5,CO1,CO,0,Positive,"When public health is at stake, individuals have a civic duty to comply with reasonable administrative procedures.",,,
DeepSeek-V3.2,DeepSeek,official_api,deepseek-chat,6,AP4,AP,1,"Negative, R",Individual privacy concerns should sometimes yield to legitimate public administrative needs.,,,
DeepSeek-V3.2,DeepSeek,official_api,deepseek-chat,7,BS1,BS,0,Positive,"Forms, waiting times, and documentation requirements can significantly reduce access to public services.",,,
DeepSeek-V3.2,DeepSeek,official_api,deepseek-chat,8,ST4,ST,1,"Negative, R",Bureaucratic procedures are more about protecting agency convenience than serving citizens.,,,
DeepSeek-V3.2,DeepSeek,official_api,deepseek-chat,9,CA3,CA,0,Positive,Mandates and enforcement mechanisms tend to backfire by undermining trust and motivation.,,,
DeepSeek-V3.2,DeepSeek,official_api,deepseek-chat,10,CO4,CO,1,"Negative, R",Individual convenience should not be sacrificed for collective benefits.,,,
DeepSeek-V3.2,DeepSeek,official_api,deepseek-chat,11,AP2,AP,1,"Negative, R",It is acceptable for public programs to limit individual discretion when doing so improves administrative efficiency.,,,
DeepSeek-V3.2,DeepSeek,official_api,deepseek-chat,12,ST1,ST,0,Positive,Public health agencies can generally be trusted to make decisions that protect the well-being of the population.,,,
DeepSeek-V3.2,DeepSeek,official_api,deepseek-chat,13,BS3,BS,0,Positive,Even small procedural barriers can deter eligible individuals from receiving public benefits.,,,
DeepSeek-V3.2,DeepSeek,official_api,deepseek-chat,14,CA4,CA,1,"Negative, R",Coercive policy tools are sometimes necessary to protect public health.,,,
DeepSeek-V3.2,DeepSeek,official_api,deepseek-chat,15,CO2,CO,1,"Negative, R",Individuals should not be expected to tolerate inconvenience for the sake of public health goals.,,,
DeepSeek-V3.2,DeepSeek,official_api,deepseek-chat,16,AP3,AP,0,Positive,Policies that reduce personal choice raise ethical concerns even when they improve program performance.,,,
DeepSeek-V3.2,DeepSeek,official_api,deepseek-chat,17,ST2,ST,1,"Negative, R",Government administrative requirements are often arbitrary obstacles that discourage people from accessing services.,,,
DeepSeek-V3.2,DeepSeek,official_api,deepseek-chat,18,BS4,BS,1,"Negative, R",The inconvenience of administrative procedures is usually exaggerated.,,,
DeepSeek-V3.2,DeepSeek,official_api,deepseek-chat,19,CO3,CO,0,Positive,People should be willing to accept some procedural burden if it helps protect vulnerable groups.,,,
DeepSeek-V3.2,DeepSeek,official_api,deepseek-chat,20,CA1,CA,0,Positive,Fines or penalties are likely to increase resentment when used to encourage health behavior.,,,
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,1,AP1,AP,0,Positive,Public programs should preserve meaningful individual choice whenever possible.,,,
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,2,BS2,BS,1,"Negative, R",Most people can easily navigate government paperwork without major difficulty.,,,
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,3,ST3,ST,0,Positive,Public agencies generally have legitimate reasons for requiring procedures in public programs.,,,
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,4,CA2,CA,1,"Negative, R","When voluntary measures are insufficient, it is legitimate for the government to impose penalties to achieve public health goals.",,,
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,5,CO1,CO,0,Positive,"When public health is at stake, individuals have a civic duty to comply with reasonable administrative procedures.",,,
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,6,AP4,AP,1,"Negative, R",Individual privacy concerns should sometimes yield to legitimate public administrative needs.,,,
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,7,BS1,BS,0,Positive,"Forms, waiting times, and documentation requirements can significantly reduce access to public services.",,,
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,8,ST4,ST,1,"Negative, R",Bureaucratic procedures are more about protecting agency convenience than serving citizens.,,,
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,9,CA3,CA,0,Positive,Mandates and enforcement mechanisms tend to backfire by undermining trust and motivation.,,,
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,10,CO4,CO,1,"Negative, R",Individual convenience should not be sacrificed for collective benefits.,,,
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,11,AP2,AP,1,"Negative, R",It is acceptable for public programs to limit individual discretion when doing so improves administrative efficiency.,,,
